Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Less than high school graduate:,Margin of Error!!Total:!!Less than high school graduate:,Estimate!!Total:!!Less than high school graduate:!!In labor force:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Less than high school graduate:!!Not in labor force,Margin of Error!!Total:!!Less than high school graduate:!!Not in labor force,Estimate!!Total:!!High school graduate (includes equivalency):,Margin of Error!!Total:!!High school graduate (includes equivalency):,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Margin of Error!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Estimate!!Total:!!Some college or associate's degree:,Margin of Error!!Total:!!Some college or associate's degree:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force,Margin of Error!!Total:!!Some college or associate's degree:!!Not in labor force,Estimate!!Total:!!Bachelor's degree or higher:,Margin of Error!!Total:!!Bachelor's degree or higher:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force,Margin of Error!!Total:!!Bachelor's degree or higher:!!Not in labor force
ZCTA5 24350,721,304,177,115,100,72,0,13,100,72,93,70,7,15,77,71,310,164,114,54,0,13,114,54,104,52,10,16,196,142,192,119,104,76,0,13,104,76,104,76,0,13,88,93,42,55,33,41,0,13,33,41,33,41,0,13,9,15
ZCTA5 24351,69,40,23,20,0,13,0,13,0,13,0,13,0,13,23,20,20,17,12,13,0,13,12,13,12,13,0,13,8,10,26,23,26,23,0,13,26,23,26,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24352,654,356,86,99,36,59,0,13,36,59,36,59,0,13,50,62,124,96,49,59,0,13,49,59,49,59,0,13,75,76,212,193,212,193,0,13,212,193,212,193,0,13,0,13,232,221,228,221,0,13,228,221,228,221,0,13,4,9
ZCTA5 24354,7439,397,734,159,238,85,0,20,238,85,230,82,8,14,496,139,2815,392,1593,301,0,20,1593,301,1544,295,49,37,1222,230,2652,332,1950,289,0,20,1950,289,1830,278,120,70,702,166,1238,215,975,189,0,20,975,189,975,189,0,20,263,86
ZCTA5 24360,3128,499,218,122,69,66,0,18,69,66,69,66,0,18,149,89,1187,350,899,277,0,18,899,277,874,277,25,37,288,136,896,332,759,339,0,18,759,339,701,339,58,52,137,73,827,257,704,226,0,18,704,226,704,226,0,18,123,121
ZCTA5 24361,2446,358,352,117,115,66,0,18,115,66,100,62,15,17,237,96,823,205,494,118,0,18,494,118,454,111,40,41,329,137,773,158,592,147,0,18,592,147,564,149,28,33,181,61,498,147,355,100,0,18,355,100,329,97,26,30,143,108
ZCTA5 24363,708,204,76,46,34,29,0,13,34,29,34,29,0,13,42,36,173,71,131,67,0,13,131,67,123,65,8,12,42,30,306,174,286,172,0,13,286,172,281,172,5,8,20,20,153,67,96,51,0,13,96,51,96,51,0,13,57,40
ZCTA5 24366,308,139,13,20,0,13,0,13,0,13,0,13,0,13,13,20,131,75,111,73,0,13,111,73,111,73,0,13,20,25,109,77,67,54,0,13,67,54,67,54,0,13,42,43,55,75,46,58,0,13,46,58,46,58,0,13,9,18
ZCTA5 24368,3020,386,239,96,140,80,0,18,140,80,132,76,8,14,99,47,1323,288,1051,254,0,18,1051,254,1020,253,31,29,272,103,994,218,790,199,0,18,790,199,707,186,83,90,204,98,464,125,399,113,0,18,399,113,399,113,0,18,65,45
ZCTA5 24370,3042,342,485,170,144,92,0,18,144,92,144,92,0,18,341,126,1211,233,748,177,0,18,748,177,679,149,69,59,463,129,920,210,588,139,0,18,588,139,531,127,57,64,332,131,426,147,389,145,0,18,389,145,389,145,0,18,37,36
ZCTA5 24374,468,183,9,14,0,13,0,13,0,13,0,13,0,13,9,14,241,125,150,92,0,13,150,92,150,92,0,13,91,65,149,79,127,73,0,13,127,73,127,73,0,13,22,24,69,53,69,53,0,13,69,53,69,53,0,13,0,13
ZCTA5 24375,881,197,132,84,64,67,0,13,64,67,64,67,0,13,68,62,278,102,174,80,0,13,174,80,174,80,0,13,104,65,440,135,320,123,0,13,320,123,320,123,0,13,120,83,31,41,31,41,0,13,31,41,31,41,0,13,0,13
ZCTA5 24377,239,130,9,14,9,14,0,13,9,14,9,14,0,13,0,13,150,105,69,41,0,13,69,41,69,41,0,13,81,98,80,59,58,45,0,13,58,45,58,45,0,13,22,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24378,477,149,54,30,31,25,0,13,31,25,31,25,0,13,23,20,209,118,166,115,0,13,166,115,166,115,0,13,43,30,179,83,126,70,0,13,126,70,126,70,0,13,53,34,35,28,31,25,0,13,31,25,31,25,0,13,4,6
ZCTA5 24380,1251,291,156,132,122,131,0,13,122,131,90,92,32,45,34,44,584,199,449,160,0,13,449,160,405,154,44,48,135,78,257,99,169,85,0,13,169,85,169,85,0,13,88,63,254,145,254,145,14,27,240,140,240,140,0,13,0,13
ZCTA5 24381,1675,451,123,92,68,68,0,13,68,68,68,68,0,13,55,69,851,316,712,288,0,13,712,288,695,289,17,28,139,103,441,167,368,176,0,13,368,176,368,176,0,13,73,53,260,130,245,127,0,13,245,127,245,127,0,13,15,25
ZCTA5 24382,6881,526,708,247,456,187,0,20,456,187,431,183,25,23,252,131,2563,462,1575,344,0,20,1575,344,1514,344,61,52,988,328,2085,326,1706,315,0,20,1706,315,1662,311,44,37,379,156,1525,286,1237,272,0,20,1237,272,1224,273,13,21,288,129
ZCTA5 24401,17782,722,1345,271,805,224,0,27,805,224,774,219,31,38,540,184,5237,551,3947,476,0,27,3947,476,3821,481,126,77,1290,242,5717,595,4602,502,4,14,4598,504,4439,500,159,101,1115,283,5483,610,4753,577,0,27,4753,577,4667,571,86,53,730,219
ZCTA5 24411,21,27,9,14,9,14,0,13,9,14,9,14,0,13,0,13,12,14,12,14,0,13,12,14,12,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24412,144,203,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,92,59,92,0,13,59,92,59,92,0,13,0,13,85,116,85,116,0,13,85,116,85,116,0,13,0,13
ZCTA5 24413,112,50,11,16,5,7,0,13,5,7,5,7,0,13,6,9,52,31,41,27,0,13,41,27,41,27,0,13,11,12,28,25,28,25,0,13,28,25,28,25,0,13,0,13,21,22,21,22,0,13,21,22,21,22,0,13,0,13
ZCTA5 24415,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24416,4087,351,664,251,410,204,0,18,410,204,410,204,0,18,254,104,1414,259,933,245,0,18,933,245,933,245,0,18,481,184,1185,226,1023,223,0,18,1023,223,986,227,37,44,162,106,824,308,782,299,18,30,764,291,764,291,0,18,42,47
ZCTA5 24421,2317,440,203,123,128,100,0,13,128,100,128,100,0,13,75,53,1188,410,1029,392,0,13,1029,392,1018,395,11,19,159,92,521,223,492,222,0,13,492,222,483,223,9,17,29,33,405,179,344,134,13,21,331,130,331,130,0,13,61,73
ZCTA5 24422,2878,194,212,77,61,55,0,18,61,55,53,53,8,12,151,77,1189,208,725,168,0,18,725,168,700,172,25,36,464,148,1028,175,737,157,0,18,737,157,669,146,68,62,291,104,449,122,410,120,0,18,410,120,398,123,12,20,39,28
ZCTA5 24426,6826,273,608,165,412,137,0,20,412,137,369,118,43,64,196,96,2892,324,1737,277,0,20,1737,277,1702,272,35,34,1155,217,2357,314,1865,280,0,20,1865,280,1858,279,7,15,492,159,969,214,877,210,0,20,877,210,869,207,8,15,92,49
ZCTA5 24430,2945,567,772,237,49,35,0,13,49,35,45,35,4,6,723,234,1519,278,176,61,0,13,176,61,173,60,3,5,1343,271,573,195,168,78,0,13,168,78,148,72,20,24,405,177,81,48,67,43,0,13,67,43,63,42,4,6,14,19
ZCTA5 24431,1320,297,199,130,121,92,0,13,121,92,121,92,0,13,78,59,680,202,485,161,0,13,485,161,418,153,67,74,195,151,268,145,166,107,0,13,166,107,166,107,0,13,102,83,173,116,173,116,0,13,173,116,173,116,0,13,0,13
ZCTA5 24432,270,166,34,29,25,28,0,13,25,28,25,28,0,13,9,13,86,82,76,82,0,13,76,82,76,82,0,13,10,15,111,106,106,105,0,13,106,105,106,105,0,13,5,9,39,64,39,64,0,13,39,64,39,64,0,13,0,13
ZCTA5 24433,45,44,8,12,4,6,0,13,4,6,4,6,0,13,4,6,37,40,37,40,0,13,37,40,37,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24435,891,287,0,13,0,13,0,13,0,13,0,13,0,13,0,13,186,126,170,124,0,13,170,124,170,124,0,13,16,26,235,131,150,98,0,13,150,98,150,98,0,13,85,80,470,203,437,203,0,13,437,203,391,202,46,52,33,39
ZCTA5 24437,850,393,79,86,35,53,0,13,35,53,35,53,0,13,44,67,447,307,314,210,0,13,314,210,215,148,99,142,133,123,223,122,129,110,0,13,129,110,129,110,0,13,94,106,101,84,101,84,0,13,101,84,101,84,0,13,0,13
ZCTA5 24439,570,181,48,49,18,22,0,13,18,22,18,22,0,13,30,44,324,164,196,95,0,13,196,95,196,95,0,13,128,93,156,73,116,60,0,13,116,60,116,60,0,13,40,46,42,31,34,29,0,13,34,29,34,29,0,13,8,13
ZCTA5 24440,1772,419,130,75,44,44,0,13,44,44,44,44,0,13,86,60,1031,324,827,320,0,13,827,320,767,295,60,67,204,90,526,177,388,159,0,13,388,159,388,159,0,13,138,82,85,74,71,65,0,13,71,65,71,65,0,13,14,18
ZCTA5 24441,3190,391,167,84,111,63,0,18,111,63,93,68,18,23,56,54,1419,236,1199,213,0,18,1199,213,1174,222,25,30,220,102,988,180,743,154,0,18,743,154,735,152,8,14,245,112,616,188,597,192,0,18,597,192,571,182,26,40,19,22
ZCTA5 24442,77,45,2,4,0,13,0,13,0,13,0,13,0,13,2,4,47,29,30,23,0,13,30,23,30,23,0,13,17,15,9,10,9,10,0,13,9,10,9,10,0,13,0,13,19,27,19,27,0,13,19,27,19,27,0,13,0,13
ZCTA5 24445,1277,296,122,88,73,77,0,13,73,77,73,77,0,13,49,43,428,128,354,139,0,13,354,139,354,139,0,13,74,75,556,244,392,199,0,13,392,199,287,115,105,112,164,158,171,101,171,101,0,13,171,101,171,101,0,13,0,13
ZCTA5 24448,208,89,11,10,8,9,0,13,8,9,8,9,0,13,3,4,95,42,69,36,0,13,69,36,65,35,4,4,26,17,75,56,58,52,0,13,58,52,26,21,32,50,17,19,27,19,14,11,0,13,14,11,14,11,0,13,13,15
ZCTA5 24450,6952,537,521,225,202,129,0,20,202,129,184,117,18,30,319,168,1630,353,1074,253,0,20,1074,253,1059,254,15,23,556,238,1800,400,1599,393,0,20,1599,393,1599,393,0,20,201,122,3001,427,2415,413,39,51,2376,410,2317,400,59,54,586,235
ZCTA5 24457,175,130,78,119,27,42,0,13,27,42,27,42,0,13,51,78,40,44,21,34,0,13,21,34,21,34,0,13,19,30,57,79,57,79,0,13,57,79,57,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24458,117,46,2,5,0,13,0,13,0,13,0,13,0,13,2,5,57,32,40,28,0,13,40,28,24,18,16,22,17,15,23,17,11,11,0,13,11,11,11,11,0,13,12,13,35,28,12,11,0,13,12,11,12,11,0,13,23,20
ZCTA5 24459,299,172,0,13,0,13,0,13,0,13,0,13,0,13,0,13,192,160,192,160,0,13,192,160,192,160,0,13,0,13,28,32,28,32,0,13,28,32,28,32,0,13,0,13,79,53,70,53,0,13,70,53,70,53,0,13,9,16
ZCTA5 24460,517,239,12,23,0,13,0,13,0,13,0,13,0,13,12,23,315,191,255,185,0,13,255,185,255,185,0,13,60,72,152,128,98,80,14,24,84,80,84,80,0,13,54,86,38,57,38,57,0,13,38,57,38,57,0,13,0,13
ZCTA5 24464,69,62,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,44,0,13,0,13,0,13,0,13,0,13,33,44,10,15,10,15,0,13,10,15,10,15,0,13,0,13,26,20,16,21,0,13,16,21,16,21,0,13,10,15
ZCTA5 24465,427,112,46,36,20,20,0,13,20,20,20,20,0,13,26,28,139,60,71,45,0,13,71,45,71,45,0,13,68,41,131,52,102,47,0,13,102,47,102,47,0,13,29,28,111,57,90,53,0,13,90,53,90,53,0,13,21,22
ZCTA5 24467,1321,355,46,44,17,28,0,13,17,28,17,28,0,13,29,37,496,285,466,270,0,13,466,270,466,270,0,13,30,46,121,75,81,65,0,13,81,65,81,65,0,13,40,46,658,209,581,214,21,32,560,217,560,217,0,13,77,67
ZCTA5 24471,890,203,65,57,29,30,0,13,29,30,29,30,0,13,36,51,194,105,142,96,0,13,142,96,142,96,0,13,52,48,200,127,200,127,0,13,200,127,200,127,0,13,0,13,431,174,409,176,0,13,409,176,409,176,0,13,22,33
ZCTA5 24472,990,507,85,85,47,66,0,13,47,66,36,48,11,20,38,53,665,483,441,304,0,13,441,304,335,199,106,127,224,194,87,53,52,45,0,13,52,45,52,45,0,13,35,30,153,95,140,98,0,13,140,98,140,98,0,13,13,20
ZCTA5 24473,313,188,0,13,0,13,0,13,0,13,0,13,0,13,0,13,93,99,84,95,0,13,84,95,84,95,0,13,9,15,121,99,81,85,0,13,81,85,51,47,30,49,40,41,99,76,87,74,0,13,87,74,87,74,0,13,12,24
ZCTA5 24474,241,116,20,28,0,13,0,13,0,13,0,13,0,13,20,28,113,89,25,38,0,13,25,38,25,38,0,13,88,62,79,55,62,48,24,37,38,32,38,32,0,13,17,25,29,31,29,31,0,13,29,31,29,31,0,13,0,13
ZCTA5 24476,109,92,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,33,20,33,0,13,20,33,20,33,0,13,0,13,71,81,71,81,0,13,71,81,71,81,0,13,0,13,18,28,18,28,0,13,18,28,18,28,0,13,0,13
ZCTA5 24477,5618,578,337,136,181,90,0,20,181,90,181,90,0,20,156,97,2276,420,1816,341,0,20,1816,341,1803,338,13,22,460,223,1771,315,1594,314,7,15,1587,310,1551,318,36,37,177,96,1234,283,1195,271,6,9,1189,271,1176,276,13,21,39,42
ZCTA5 24479,857,333,18,27,18,27,0,13,18,27,18,27,0,13,0,13,237,130,185,116,0,13,185,116,185,116,0,13,52,51,358,271,349,270,0,13,349,270,337,271,12,20,9,14,244,109,208,100,0,13,208,100,208,100,0,13,36,44
ZCTA5 24482,2881,417,594,157,372,134,0,18,372,134,329,129,43,53,222,74,1240,260,668,224,0,18,668,224,633,215,35,58,572,165,599,200,442,184,0,18,442,184,442,184,0,18,157,101,448,191,387,185,0,18,387,185,387,185,0,18,61,64
ZCTA5 24483,490,287,34,34,20,31,0,13,20,31,20,31,0,13,14,21,302,260,234,196,0,13,234,196,234,196,0,13,68,103,104,89,67,73,0,13,67,73,67,73,0,13,37,48,50,41,15,24,0,13,15,24,15,24,0,13,35,42
ZCTA5 24484,316,171,10,18,10,18,0,13,10,18,10,18,0,13,0,13,152,113,142,113,0,13,142,113,125,110,17,28,10,21,108,75,80,59,0,13,80,59,80,59,0,13,28,32,46,57,46,57,0,13,46,57,46,57,0,13,0,13
ZCTA5 24485,198,79,22,25,15,17,0,13,15,17,15,17,0,13,7,11,122,52,86,43,0,13,86,43,86,43,0,13,36,26,28,28,28,28,0,13,28,28,28,28,0,13,0,13,26,21,26,21,0,13,26,21,26,21,0,13,0,13
ZCTA5 24486,1694,415,82,77,49,45,0,13,49,45,49,45,0,13,33,44,605,179,491,139,0,13,491,139,479,139,12,19,114,85,368,146,280,152,0,13,280,152,280,152,0,13,88,49,639,312,571,308,0,13,571,308,571,308,0,13,68,69
ZCTA5 24487,229,158,0,13,0,13,0,13,0,13,0,13,0,13,0,13,154,146,145,145,0,13,145,145,145,145,0,13,9,12,21,37,0,13,0,13,0,13,0,13,0,13,21,37,54,55,37,51,0,13,37,51,37,51,0,13,17,26
ZCTA5 24501,12181,889,1568,387,852,221,0,24,852,221,823,224,29,45,716,293,3715,541,2606,479,0,24,2606,479,2535,477,71,58,1109,303,4029,605,3310,500,40,56,3270,495,3162,503,108,82,719,278,2869,407,2555,378,0,24,2555,378,2485,372,70,36,314,128
ZCTA5 24502,19040,851,1203,319,831,285,0,27,831,285,820,286,11,18,372,153,4071,413,2937,396,13,17,2924,396,2731,437,193,225,1134,292,6045,641,4495,566,11,18,4484,567,4404,570,80,64,1550,341,7721,571,6513,526,0,27,6513,526,6410,528,103,79,1208,252
ZCTA5 24503,8481,589,340,148,132,107,0,20,132,107,124,107,8,13,208,91,1021,220,720,198,65,104,655,171,618,163,37,43,301,119,2042,295,1636,273,0,20,1636,273,1511,261,125,80,406,134,5078,508,4069,466,0,20,4069,466,3963,435,106,104,1009,230
ZCTA5 24504,4699,602,576,187,223,114,0,18,223,114,214,114,9,15,353,152,1502,281,1038,256,0,18,1038,256,966,256,72,72,464,133,1353,273,946,232,0,18,946,232,928,232,18,17,407,145,1268,348,1021,270,0,18,1021,270,1013,269,8,11,247,142
ZCTA5 24517,2714,292,271,117,140,70,0,13,140,70,130,67,10,17,131,105,1168,277,714,220,0,13,714,220,635,178,79,90,454,139,761,179,586,159,0,13,586,159,520,156,66,55,175,75,514,193,436,174,0,13,436,174,429,174,7,12,78,47
ZCTA5 24520,1129,362,0,13,0,13,0,13,0,13,0,13,0,13,0,13,424,163,329,127,0,13,329,127,329,127,0,13,95,99,522,207,342,181,0,13,342,181,342,181,0,13,180,115,183,112,124,97,0,13,124,97,124,97,0,13,59,64
ZCTA5 24521,4729,474,486,205,339,178,0,18,339,178,275,151,64,53,147,89,1565,307,1320,273,0,18,1320,273,1248,275,72,59,245,112,1420,304,1012,221,0,18,1012,221,1004,221,8,13,408,153,1258,334,1080,313,0,18,1080,313,1080,313,0,18,178,79
ZCTA5 24522,4596,359,358,115,187,92,0,18,187,92,170,89,17,24,171,87,1803,282,1080,242,0,18,1080,242,1059,240,21,27,723,185,1405,222,1087,207,7,13,1080,207,1070,207,10,16,318,118,1030,252,861,247,0,18,861,247,823,224,38,55,169,69
ZCTA5 24523,10241,770,1065,291,442,208,0,24,442,208,418,200,24,32,623,219,3619,588,2656,570,0,24,2656,570,2625,567,31,41,963,226,3173,455,2604,425,0,24,2604,425,2470,405,134,99,569,192,2384,565,2018,506,0,24,2018,506,1962,486,56,87,366,205
ZCTA5 24526,718,205,13,15,13,15,0,13,13,15,13,15,0,13,0,13,191,93,123,83,0,13,123,83,123,83,0,13,68,53,366,185,186,84,0,13,186,84,175,76,11,16,180,149,148,84,141,83,0,13,141,83,134,82,7,10,7,12
ZCTA5 24527,1590,296,110,70,59,48,0,13,59,48,59,48,0,13,51,50,626,191,458,143,0,13,458,143,447,141,11,17,168,98,612,153,497,141,0,13,497,141,497,141,0,13,115,63,242,119,234,116,0,13,234,116,234,116,0,13,8,13
ZCTA5 24528,1674,392,298,165,192,146,0,13,192,146,185,144,7,13,106,60,709,223,391,116,0,13,391,116,387,114,4,8,318,182,456,147,337,101,0,13,337,101,317,92,20,31,119,90,211,127,182,120,0,13,182,120,182,120,0,13,29,36
ZCTA5 24529,729,186,156,83,68,58,0,13,68,58,60,56,8,10,88,66,195,82,123,52,0,13,123,52,123,52,0,13,72,56,224,102,212,100,0,13,212,100,206,99,6,9,12,20,154,97,131,88,0,13,131,88,131,88,0,13,23,27
ZCTA5 24530,405,140,47,41,36,37,0,13,36,37,30,34,6,11,11,14,160,75,105,56,0,13,105,56,105,56,0,13,55,44,141,72,99,63,0,13,99,63,74,51,25,40,42,43,57,41,57,41,0,13,57,41,57,41,0,13,0,13
ZCTA5 24531,4870,471,793,232,234,102,0,18,234,102,234,102,0,18,559,212,1920,258,879,162,0,18,879,162,825,154,54,52,1041,208,1438,268,944,238,0,18,944,238,907,243,37,41,494,156,719,173,583,164,0,18,583,164,580,163,3,8,136,62
ZCTA5 24534,541,165,103,75,48,69,0,13,48,69,25,32,23,40,55,49,150,68,117,57,0,13,117,57,117,57,0,13,33,33,219,103,142,67,0,13,142,67,135,64,7,13,77,75,69,64,69,64,0,13,69,64,69,64,0,13,0,13
ZCTA5 24536,124,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,35,31,30,0,13,31,30,31,30,0,13,12,21,19,31,0,13,0,13,0,13,0,13,0,13,19,31,62,72,62,72,0,13,62,72,62,72,0,13,0,13
ZCTA5 24538,2811,493,328,169,245,136,0,18,245,136,245,136,0,18,83,88,1109,365,799,306,0,18,799,306,799,306,0,18,310,138,683,196,597,179,0,18,597,179,572,173,25,41,86,53,691,220,578,192,0,18,578,192,552,197,26,30,113,72
ZCTA5 24539,60,50,12,18,12,18,0,13,12,18,12,18,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,8,12,40,52,40,52,0,13,40,52,34,50,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 24540,15198,690,1739,298,804,185,0,27,804,185,756,187,48,51,935,235,4808,488,3639,404,0,27,3639,404,3360,380,279,124,1169,250,5754,532,4556,488,0,27,4556,488,4310,453,246,121,1198,273,2897,556,2441,506,0,27,2441,506,2361,497,80,50,456,159
ZCTA5 24541,13985,587,1482,263,627,191,0,24,627,191,560,168,67,82,855,184,4618,577,2883,440,9,11,2874,438,2634,394,240,131,1735,276,4653,436,3514,385,0,24,3514,385,3266,375,248,93,1139,194,3232,394,2694,390,12,14,2682,389,2612,381,70,69,538,155
ZCTA5 24549,2179,348,180,71,106,57,0,13,106,57,90,57,16,26,74,43,676,204,495,185,0,13,495,185,486,186,9,8,181,86,1048,285,840,252,0,13,840,252,818,249,22,24,208,109,275,102,192,79,0,13,192,79,192,79,0,13,83,59
ZCTA5 24550,4525,624,271,187,222,164,0,18,222,164,207,160,15,23,49,70,1724,433,1168,281,0,18,1168,281,1154,285,14,24,556,278,1269,276,1125,264,0,18,1125,264,1103,259,22,33,144,81,1261,299,1007,244,0,18,1007,244,1007,244,0,18,254,143
ZCTA5 24551,13733,855,425,151,229,122,0,24,229,122,206,120,23,34,196,122,2238,445,1576,296,0,24,1576,296,1553,297,23,29,662,330,4223,513,3518,527,32,47,3486,519,3421,520,65,49,705,210,6847,642,5805,584,33,60,5772,569,5620,566,152,100,1042,262
ZCTA5 24553,1068,306,171,99,129,89,0,13,129,89,121,88,8,13,42,38,393,233,273,185,0,13,273,185,230,177,43,48,120,115,350,167,242,139,0,13,242,139,242,139,0,13,108,84,154,83,142,82,0,13,142,82,142,82,0,13,12,15
ZCTA5 24554,1856,324,193,86,120,74,0,13,120,74,120,74,0,13,73,51,758,204,504,169,0,13,504,169,501,169,3,6,254,99,599,176,438,147,0,13,438,147,438,147,0,13,161,89,306,132,244,117,0,13,244,117,244,117,0,13,62,71
ZCTA5 24555,1008,260,41,32,13,18,0,13,13,18,7,8,6,11,28,25,545,169,373,145,0,13,373,145,309,116,64,69,172,77,315,147,261,137,0,13,261,137,261,137,0,13,54,41,107,58,96,56,0,13,96,56,96,56,0,13,11,14
ZCTA5 24556,1415,285,93,97,25,29,0,13,25,29,25,29,0,13,68,92,469,167,325,181,0,13,325,181,325,181,0,13,144,118,445,139,383,122,0,13,383,122,375,122,8,12,62,67,408,150,355,151,0,13,355,151,355,151,0,13,53,44
ZCTA5 24557,4010,477,874,231,427,149,0,18,427,149,399,146,28,45,447,182,1534,258,1073,229,0,18,1073,229,1049,227,24,30,461,103,1050,196,775,143,9,13,766,143,750,140,16,21,275,138,552,119,468,109,6,10,462,110,462,110,0,18,84,48
ZCTA5 24558,3078,452,564,202,203,122,0,18,203,122,186,121,17,23,361,156,991,229,570,161,0,18,570,161,551,159,19,22,421,204,813,161,642,156,0,18,642,156,627,156,15,18,171,96,710,220,617,220,0,18,617,220,617,220,0,18,93,51
ZCTA5 24562,429,155,48,33,28,30,0,13,28,30,28,30,0,13,20,27,253,139,144,85,0,13,144,85,128,80,16,19,109,86,79,60,61,57,0,13,61,57,61,57,0,13,18,21,49,37,31,33,0,13,31,33,31,33,0,13,18,22
ZCTA5 24563,2650,323,365,141,239,101,0,18,239,101,239,101,0,18,126,73,1195,253,863,178,0,18,863,178,754,163,109,93,332,183,766,168,610,139,0,18,610,139,552,108,58,66,156,77,324,106,259,91,0,18,259,91,259,91,0,18,65,53
ZCTA5 24565,435,139,110,62,51,40,0,13,51,40,51,40,0,13,59,46,184,102,106,50,0,13,106,50,103,50,3,6,78,92,76,40,69,38,0,13,69,38,69,38,0,13,7,7,65,44,39,34,0,13,39,34,39,34,0,13,26,30
